titulo,endereco,preco,area,quartos,banheiros,vagas,bairro,latitude,longitude,dist_escola,qtd_escola_500m,dist_hospital,qtd_hospital_500m,dist_parque,qtd_parque_500m,dist_farmacia,qtd_farmacia_500m,score_educacao,score_lazer,score_saude
Apartamento em Centro,"Rua Balduino Taques, 100 - Centro",752692,114,3,2,2,Centro,-25.0918311241689,-50.16603916584072,411.58381004121935,1,525.357487997768,0,247.78702858020836,2,262.49048808773244,2,2.4547139302931185,3.875322878148617,1.5990853538857268
Apartamento em Ronda,"Rua do Rosario, 2650 - Ronda",152001,35,1,1,0,Ronda,-25.09823625927173,-50.18841751189923,602.6868238572508,0,1385.7031594962748,0,1211.2783522088482,0,2609.5504930904285,0,1.4231090808145672,0.7626145877536223,0.6730819636535258
Apartamento em Neves,"Rua Paula Xavier, 2695 - Neves",270068,77,2,2,1,Neves,-25.04702508787171,-50.14049962390761,115.14407708803927,3,1092.7333122189316,0,1000.5650073853305,0,1809.1802184643445,0,6.148048012917359,0.9086242005601759,0.8384103887730148
Apartamento em Neves,"Rua Comendador Miró, 2864 - Neves",125654,73,2,2,1,Neves,-25.046563594458515,-50.140604217126345,164.21177964508865,2,1143.8334214762442,0,1040.5420246710191,0,1824.712799011752,0,4.7848426036995155,0.8767761102783062,0.8039661764459983
Apartamento em Jardim Sabara,"Av. Carlos Cavalcanti, 1885 - Jardim Sabara",138445,50,2,1,1,Jardim Sabara,-25.04800814117605,-50.17659304340192,522.0760057564892,0,1783.7462082225557,0,1024.038301037331,0,2169.9658719376603,0,1.6075206096141388,0.8896493999155893,0.530857073864302
Apartamento em Contorno,"Rua Paula Xavier, 713 - Contorno",80997,44,1,1,0,Contorno,-25.121067617590967,-50.196844799358885,942.534381944859,0,2144.6011143256706,0,1240.1076571042904,0,4753.709129666274,0,0.9592009791892804,0.7462087054713229,0.4455134560959277
Apartamento em Boa Vista,"Rua Paula Xavier, 1190 - Boa Vista",223551,54,2,1,1,Boa Vista,-25.063757677885373,-50.15754888560127,356.4550710336294,1,814.190202904048,0,663.4893467952895,0,1016.8471572488534,0,2.690796123122323,1.30977597028361,1.0938642711586337
Apartamento em Oficinas,"Rua Paula Xavier, 1877 - Oficinas",222670,52,3,1,1,Oficinas,-25.11898811246788,-50.14275726351297,194.10308697804982,1,1395.9765726881685,0,384.59438238748834,1,3125.2838946984994,0,3.9001683228664454,2.5635814948436324,0.6684596659178076
Apartamento em Estrela,"Av. Vicente Machado, 2925 - Estrela",250253,92,3,2,1,Estrela,-25.1026137944126,-50.152279845023656,305.18355839877796,1,681.8508217908814,0,732.2724381838266,0,1074.4638485727571,0,2.9680172215078113,1.2015296363558383,1.2790163700403019
Apartamento em Olarias,"Av. Vicente Machado, 2910 - Olarias",68176,48,1,1,0,Olarias,-25.09549950692753,-50.14396963447589,444.3315993088018,1,1650.4654377638944,0,589.4743916821386,0,1219.6663212515634,0,2.337115466509405,1.450380191148593,0.5712766321610068
Apartamento em Jardim Carvalho,"Rua Balduino Taques, 178 - Jardim Carvalho",474797,94,4,2,1,Jardim Carvalho,-25.072430965849367,-50.15691554687609,403.5563314722116,1,1661.9339323187735,0,312.57549829650316,1,618.7826638593617,0,2.485875139483147,2.923798805622083,0.5675581709718032
Apartamento em Neves,"Av. Carlos Cavalcanti, 1076 - Neves",143760,61,2,1,1,Neves,-25.04875594599264,-50.14105311225155,53.18346547980542,3,950.0640704393923,0,947.337469378408,0,1675.6089076894734,0,8.028119708401771,0.9548020855145164,0.9523228421495812
Apartamento em Chapada,"Rua do Rosario, 2906 - Chapada",207691,68,3,1,1,Chapada,-25.03728413296764,-50.168287450197134,820.9673210483116,0,2429.6196661573968,0,1990.0741222621202,0,2277.5325657286276,0,1.0858148569937613,0.4784519311294493,0.3953163447369319
Apartamento em Oficinas,"Rua Paula Xavier, 615 - Oficinas",153365,61,2,1,1,Oficinas,-25.11439944417102,-50.14743043005848,96.94997105152638,1,1486.4192976133268,0,568.0801946089168,0,2472.930318436207,0,5.57743156630563,1.4968262913187893,0.6303503755308829
Apartamento em Chapada,"Av. Vicente Machado, 2195 - Chapada",245362,71,2,2,1,Chapada,-25.040987860385385,-50.17090621126449,456.13635308644234,1,2108.230424953878,0,1712.3539551827905,0,2113.7191528448593,0,2.298120181229308,0.5517685974863238,0.4528512915588899
Apartamento em Contorno,"Rua Balduino Taques, 1667 - Contorno",84102,60,3,1,1,Contorno,-25.118361135730986,-50.19866393629087,701.2578969252432,0,1814.7382194288698,0,915.4597311699636,0,4677.319317239878,0,1.2480376216414366,0.9847756334442218,0.5222646050791638
Apartamento em Santa Paula,"Av. Carlos Cavalcanti, 1321 - Santa Paula",50458,55,2,1,1,Santa Paula,-25.129317717285755,-50.17830937915179,233.53684988418004,2,2473.1387721424976,0,1179.2636852983608,0,4403.379630743312,0,3.998169468672646,0.7816996694991553,0.3886304193253286
Apartamento em Jardim Carvalho,"Rua Comendador Miró, 2247 - Jardim Carvalho",478645,61,3,1,1,Jardim Carvalho,-25.07851004813428,-50.157820836890295,297.8192823829899,1,1247.2352581703642,0,87.16872253543994,2,226.31611341477205,1,3.0137041975689773,6.342773014923219,0.7422608589965698
Apartamento em Jardim Sabara,"Rua Comendador Miró, 1220 - Jardim Sabara",124612,68,2,1,1,Jardim Sabara,-25.04179705963429,-50.17116675372629,392.9262967628406,1,2034.5421022049443,0,1620.6832190287,0,2068.7236778779525,0,2.5287008556192436,0.5811644984627008,0.4684845517767102
Apartamento em Santa Paula,"Rua do Rosario, 2741 - Santa Paula",56959,45,1,1,0,Santa Paula,-25.12893228188513,-50.17523330537808,355.7719049605656,2,2160.522241781241,0,1148.5679033665147,0,4247.233745357721,0,3.1940799534067863,0.8009175931110348,0.4423756517485191
Apartamento em Jardim Carvalho,"Rua Comendador Miró, 1820 - Jardim Carvalho",406731,69,2,1,1,Jardim Carvalho,-25.07395694836521,-50.15525341137612,271.9398461399422,1,1811.3448586050395,0,483.169148194497,2,438.66355038265755,1,3.188606801282997,2.7147683533945846,0.5231918225002221
Apartamento em Neves,"Rua Comendador Miró, 1971 - Neves",157163,68,2,1,1,Neves,-25.05572302895852,-50.14175667474055,374.4163719110779,1,582.5245252285565,0,992.4385244248638,0,1474.474533519725,0,2.607853057371795,0.9153833169024043,1.4651488159566584
Apartamento em Oficinas,"Rua do Rosario, 488 - Oficinas",282351,72,3,2,1,Oficinas,-25.109306407934387,-50.1405731589081,812.8977970359479,0,1640.4536911751575,0,955.2248400542311,0,2336.307059159281,0,1.0954128745264375,0.9476653335308207,0.5745628309850624
Apartamento em Contorno,"Rua do Rosario, 912 - Contorno",135950,61,3,1,1,Contorno,-25.11453263023949,-50.19913682127704,725.3054919676331,0,1386.9129743521496,0,732.1389997939251,0,4443.132863050164,0,1.2116725379057796,1.2017223087100168,0.6725343158941105
Apartamento em Santo Antonio,"Rua Paula Xavier, 235 - Santo Antonio",148862,62,2,1,1,Santo Antonio,-25.05895202505819,-50.116884101594096,990.5771973244259,0,1952.0669389681748,0,1072.8985833561658,0,4003.596329812557,0,0.9169456343423977,0.8525886331438574,0.487313537882357
Apartamento em Orfãs,"Av. Vicente Machado, 1148 - Orfãs",189193,63,2,1,1,Orfãs,-25.0692829114349,-50.16835950698508,480.15551379091113,3,1282.291744865528,0,506.7804835743356,0,1126.7938515289898,0,3.223675766633154,1.648042458632392,0.7234362816058646
Apartamento em Orfãs,"Rua do Rosario, 1834 - Orfãs",163152,65,3,1,1,Orfãs,-25.071925183996143,-50.1715722298238,404.22518354313866,2,1639.6518702612643,0,368.3864498857896,1,962.6100713657269,0,2.983240886488657,2.6349891745242373,0.5748276520691569
Apartamento em Uvaranas,"Av. Carlos Cavalcanti, 806 - Uvaranas",72196,39,1,1,0,Uvaranas,-25.089798236220204,-50.125381862146206,198.81404160558458,1,1228.6447058631516,0,576.602619345903,0,2292.554149780907,0,3.846562948069007,1.4779724041960365,0.7526466598535474
Apartamento em Santa Paula,"Rua do Rosario, 2105 - Santa Paula",157001,58,2,1,1,Santa Paula,-25.128530463767085,-50.182452213626135,444.362373686535,2,2878.5519238362376,0,1455.897682709012,0,4511.359666617103,0,2.8370116090643673,0.6427157846645001,0.335733613370099
Apartamento em Oficinas,"Rua Paula Xavier, 1638 - Oficinas",248406,58,2,1,1,Oficinas,-25.115701274340037,-50.14097889733511,601.0633376920829,0,1766.2956864242274,0,296.2991241313448,1,2887.252016425459,0,1.4264046431125947,3.023346480242463,0.5358207744218566
Apartamento em Jardim Carvalho,"Av. Carlos Cavalcanti, 1524 - Jardim Carvalho",628552,112,3,2,2,Jardim Carvalho,-25.068464846880783,-50.15674274149369,375.40373296334997,1,1276.8264637046768,0,172.3753048905679,1,1052.64162793168,0,2.6034752793518607,4.171404793477035,0.72630794538134
Apartamento em Jardim America,"Rua Paula Xavier, 1422 - Jardim America",119944,42,1,1,0,Jardim America,-25.11500203512514,-50.13129461874113,510.2900474374847,0,1631.925226696144,0,851.7377082233207,0,3427.809487315041,0,1.63856514488291,1.0507096559899618,0.5773921325158018
Apartamento em Chapada,"Av. Carlos Cavalcanti, 2307 - Chapada",157169,60,2,1,1,Chapada,-25.042991276735744,-50.17231957640393,393.9422949788931,1,1963.2986550631265,0,1484.16631651923,0,2068.0987546302304,0,2.524527986700818,0.6312468517808314,0.4846608112432492
Apartamento em Uvaranas,"Av. Carlos Cavalcanti, 1712 - Uvaranas",75172,30,1,1,0,Uvaranas,-25.08813016594476,-50.12686854130921,78.41269987668225,1,1399.048271220669,0,777.5996757763415,0,2498.7022079090148,0,6.104982160413433,1.139471706294081,0.6670899257871823
Apartamento em Santo Antonio,"Rua Comendador Miró, 1746 - Santo Antonio",278609,106,3,2,2,Santo Antonio,-25.05910808500271,-50.12285194564515,877.2380511018218,0,1367.929275613591,0,1194.2342018164095,0,3409.914053520428,0,1.0232921230119052,0.7726576832821581,0.6812317300382216
Apartamento em Vila Estrela,"Rua do Rosario, 2459 - Vila Estrela",298816,67,3,1,1,Vila Estrela,-25.10780409081554,-50.15393809835253,373.64968028286006,1,860.5439048293051,0,174.15441965088922,1,1600.526681302447,0,2.6112650163783653,4.147579350620753,1.0410768263400791
Apartamento em Uvaranas,"Rua Paula Xavier, 1954 - Uvaranas",165122,59,3,1,1,Uvaranas,-25.084946118058944,-50.13169122907319,282.8323268646179,3,1806.336873873836,0,637.2801976660883,0,2540.6689101385605,0,4.112109609943239,1.3563364419193267,0.5245662577820867
Apartamento em Jardim Sabara,"Rua Balduino Taques, 2429 - Jardim Sabara",127804,37,1,1,0,Jardim Sabara,-25.04348530055461,-50.17589685105374,720.259055802489,0,2108.500349035656,0,1475.4571445499525,0,2329.519854929374,0,1.2191270464203092,0.634736402357464,0.45279594383430866
Apartamento em Jardim America,"Av. Carlos Cavalcanti, 2626 - Jardim America",200531,65,3,1,1,Jardim America,-25.109941971496006,-50.13400979574008,156.38694284517985,1,1227.363608752535,0,1016.7255696179541,0,2861.0802332521434,0,4.400354631568947,0.8954751527200301,0.753373072311216
Apartamento em Boa Vista,"Rua do Rosario, 1902 - Boa Vista",143176,60,2,1,1,Boa Vista,-25.061124446774915,-50.15850122011178,467.75381179523777,1,560.7383548091254,0,734.7781958025605,0,748.9051413378857,0,2.2613267920438958,1.197922999220882,1.5134583798890875
Apartamento em Jardim Carvalho,"Av. Carlos Cavalcanti, 1195 - Jardim Carvalho",831111,127,4,3,2,Jardim Carvalho,-25.07184492797992,-50.15822129287109,493.9713478346213,1,1553.4760512913574,0,240.90505516199488,1,718.3915324896439,0,2.1835828927533196,3.4333680591061033,0.6047865036926325
Apartamento em Olarias,"Rua Paula Xavier, 2407 - Olarias",109405,69,2,1,1,Olarias,-25.099113842894823,-50.138215661588426,117.49259756562564,1,1109.6486977896466,0,946.1488814283595,0,1884.6665106949922,0,5.097857633744351,0.9558868892873547,0.8266862948120962
Apartamento em Contorno,"Rua Comendador Miró, 1908 - Contorno",134653,55,2,1,1,Contorno,-25.115142277444345,-50.198556184528286,751.8096296032566,0,1464.2898930055724,0,798.2395665949466,0,4438.512937780113,0,1.1739712316539148,1.1132887452183915,0.6392676986991425
Apartamento em Ronda,"Rua Balduino Taques, 640 - Ronda",133044,52,3,1,1,Ronda,-25.09967513673452,-50.19040426547053,490.9494255649406,1,1148.190141985167,0,1082.954765275294,0,2852.957738181723,0,2.192192185556339,0.8453408611674874,0.8011599886613138
Apartamento em Boa Vista,"Rua Comendador Miró, 2617 - Boa Vista",183028,53,2,1,1,Boa Vista,-25.06101968494865,-50.16039386450431,359.0683274322606,1,397.0936042998125,1,617.8371349203968,0,814.4368631333215,0,2.6783249687325865,1.3930736532749775,2.5116935549966746
Apartamento em Santa Paula,"Rua Comendador Miró, 1188 - Santa Paula",77009,48,2,1,0,Santa Paula,-25.12703050872144,-50.17817346760458,17.552255455981182,2,2439.0015704446428,0,1415.3946193982238,0,4166.241677890879,0,9.506855067314822,0.6598941207783281,0.3938556051483162
Apartamento em Vila Estrela,"Rua Comendador Miró, 2651 - Vila Estrela",774402,147,4,3,2,Vila Estrela,-25.109826318244863,-50.15248628245378,516.5061162185779,0,1128.4926254815591,0,245.73538683463138,1,1845.331306195228,0,1.6220439241278461,3.3923854429697404,0.8140057003663397
Apartamento em Ronda,"Rua Paula Xavier, 2029 - Ronda",125263,42,2,1,0,Ronda,-25.097339420078796,-50.17884539054054,469.2801203401124,1,1257.9836399209523,0,1386.6479773219335,0,1683.9940630742242,0,2.2566044628478457,0.6726541960534683,0.73638589641493
Apartamento em Uvaranas,"Rua Paula Xavier, 2390 - Uvaranas",264800,59,2,1,1,Uvaranas,-25.088536557686076,-50.12803572868074,201.12038167719243,1,1354.894771700166,0,766.8139807514657,0,2591.6615808595525,0,3.820930965981644,1.1536500589585226,0.6873349327054192
Apartamento em Santa Paula,"Rua Paula Xavier, 2582 - Santa Paula",183056,52,2,1,1,Santa Paula,-25.127548701008845,-50.18530602811848,703.4691687330791,0,3158.637163818257,0,1719.706756478574,0,4566.191742668548,0,1.2446028284779282,0.5495390927355577,0.3068767554434522
Apartamento em Santa Paula,"Rua Balduino Taques, 1538 - Santa Paula",204868,70,2,2,1,Santa Paula,-25.127573795831573,-50.17862184494663,56.64315282261031,2,2486.5812952249626,0,1372.071550078451,0,4240.125106923327,0,7.383936878060955,0.6793148063670594,0.3866106980074744
Apartamento em Jardim Sabara,"Rua Balduino Taques, 1073 - Jardim Sabara",257117,74,2,2,1,Jardim Sabara,-25.052238561240262,-50.17232131364541,396.8295021060625,1,1151.4021242822348,0,455.9459554867065,1,1631.6595363446777,0,2.512762921205354,2.2987359924662885,0.7991036458992499
Apartamento em Estrela,"Av. Vicente Machado, 1319 - Estrela",262331,60,2,1,1,Estrela,-25.10337456806049,-50.16012039736148,224.46801833876083,2,226.80350474853958,3,200.46713433149324,1,1143.391455204772,0,4.081967847308606,3.8281510213251493,4.559942704009416
Apartamento em Santo Antonio,"Av. Vicente Machado, 1473 - Santo Antonio",122556,60,2,1,1,Santo Antonio,-25.057123346327906,-50.11797470721721,1137.5665595006476,0,1818.2540626220803,0,1292.2016978781835,0,3875.0114110415216,0,0.8080373474243643,0.71828672635874,0.5213073802294417
Apartamento em Estrela,"Rua Paula Xavier, 1728 - Estrela",274853,62,3,1,1,Estrela,-25.1080047510316,-50.15512272427299,474.74071944767616,1,816.1518611275627,0,131.7617085562286,2,1612.6351343711337,0,2.239915001952527,5.314776613572411,1.0915220963140766
Apartamento em Chapada,"Rua Paula Xavier, 2179 - Chapada",281579,84,3,2,1,Chapada,-25.040091343261203,-50.1715152904656,572.8693245453305,0,2223.4317000861874,0,1808.1639716004895,0,2228.225067147164,0,1.486172669077636,0.5240639771440821,0.43039784641093826
Apartamento em Uvaranas,"Rua Comendador Miró, 760 - Uvaranas",74211,42,1,1,0,Uvaranas,-25.082242309685636,-50.134555108490446,110.2139014467531,4,2177.8450065391635,0,589.944534341665,0,2182.3444064196624,0,6.757059324420077,1.4493918717019556,0.43901143279250016
Apartamento em Nova Russia,"Av. Vicente Machado, 2237 - Nova Russia",140874,59,2,1,1,Nova Russia,-25.078403679945843,-50.17597085702745,226.46768476961756,1,847.7425665754919,0,649.5447741083015,0,955.6603401264539,0,3.5630903046519973,1.3341431153190995,1.0551388481086499
Apartamento em Neves,"Rua Comendador Miró, 1243 - Neves",168508,81,2,2,1,Neves,-25.051699689954265,-50.13997616756153,61.45285465864419,3,621.5586783052119,0,749.3101857450678,0,1682.1838327783296,0,7.693758556417448,1.1774261239110628,1.3858886741529985
Apartamento em Boa Vista,"Rua Comendador Miró, 1494 - Boa Vista",156158,55,2,1,1,Boa Vista,-25.061427706449777,-50.162829850603856,404.1938704517634,1,310.8668340895297,1,594.3263652853356,0,994.7468961767433,0,2.4833640561793993,1.440244890584051,2.933878612314801
Apartamento em Nova Russia,"Rua Paula Xavier, 598 - Nova Russia",48645,36,1,1,0,Nova Russia,-25.08182541754486,-50.18038773470303,456.38541410546844,1,618.2448201994171,0,481.0943732505621,1,1423.9002446801328,0,2.2973152686034286,2.2208908673579772,1.3922829262066312
Apartamento em Centro,"Rua Paula Xavier, 1537 - Centro",206017,38,2,1,0,Centro,-25.09433558762141,-50.16520553144961,510.67287030924234,0,673.8677113254511,0,43.71905572879681,2,459.37835039104607,2,1.6375379497268379,7.958019553698134,1.2922105230198042
Apartamento em Santa Paula,"Av. Vicente Machado, 429 - Santa Paula",172125,52,2,1,1,Santa Paula,-25.131185326451188,-50.177610531908925,445.24401270406867,2,2440.2138248716933,0,960.2438266778584,0,4567.241841994654,0,2.834041230532045,0.9431792714449233,0.39366764727001285
Apartamento em Orfãs,"Av. Vicente Machado, 781 - Orfãs",896831,133,4,3,2,Orfãs,-25.073793286377324,-50.16740473475826,312.6110520461708,2,1631.324000923773,0,800.7495691040283,0,616.4259150478965,0,3.423589952428373,1.110186487232734,0.5775926397753601
Apartamento em Olarias,"Rua do Rosario, 2189 - Olarias",122451,52,2,1,1,Olarias,-25.103035787844245,-50.13307047200284,790.8124607099465,0,632.8552475726916,0,1186.9209841696604,0,2529.13603928501,0,1.1225707363848894,0.7770484841734197,1.3645259460338521
Apartamento em Olarias,"Rua Balduino Taques, 1719 - Olarias",299978,91,3,2,1,Olarias,-25.100849906426923,-50.14523298806196,284.3742028911279,1,1382.8270831106033,0,983.8544045486631,0,1347.0618703577939,0,3.1016314114692163,0.9226331468537219,0.6743874666102322
Apartamento em Santo Antonio,"Rua Balduino Taques, 547 - Santo Antonio",36876,31,1,1,0,Santo Antonio,-25.05910038078913,-50.11865276035147,907.3669288589617,0,1779.9427130285233,0,1096.4028965641842,0,3828.8387593946477,0,0.9926869458904054,0.835838832279484,0.5319311025116474
Apartamento em Centro,"Rua Paula Xavier, 2840 - Centro",459565,113,3,2,2,Centro,-25.094195760166446,-50.163755402602646,446.9866373624837,2,596.6034428655797,0,133.84205673503615,3,338.5018092660854,3,2.8281982258687393,5.7763907141523685,1.4355369762261787
Apartamento em Chapada,"Av. Carlos Cavalcanti, 2457 - Chapada",217312,75,3,2,1,Chapada,-25.044564091088244,-50.17324825052483,441.82111265812574,2,1858.1214109902787,0,1313.0524799922118,0,2040.2997326072818,0,2.8456276003976475,0.707687799398301,0.5106935629156268
Apartamento em Jardim Sabara,"Rua Paula Xavier, 715 - Jardim Sabara",46207,30,1,1,0,Jardim Sabara,-25.048332694520955,-50.17740226912684,598.8100987052715,0,1822.4407854719768,0,1030.010872707211,0,2235.0913884372117,0,1.4310039334760067,0.8849472373697264,0.5201720685271931
Apartamento em Contorno,"Rua Balduino Taques, 920 - Contorno",133829,42,2,1,0,Contorno,-25.12202834953862,-50.20287584936662,503.4486224554122,0,2205.367758156734,0,958.6280743193462,0,5265.257419607483,0,1.6571419053556433,0.9446188177495278,0.433770272210085
Apartamento em Jardim Carvalho,"Av. Vicente Machado, 2828 - Jardim Carvalho",187365,95,3,2,1,Jardim Carvalho,-25.0692368278404,-50.14913008880284,312.3960331885869,3,1853.5744523095304,0,171.95791197069354,6,1166.1219463853613,0,3.924853586170904,6.677039556428721,0.511882205880504
Apartamento em Ronda,"Av. Vicente Machado, 543 - Ronda",162996,52,2,1,1,Ronda,-25.099587161602614,-50.18690867124632,429.7169491718319,1,1493.627588337196,0,1402.308193015895,0,2524.2797598646935,0,2.387800648182801,0.6656423792727193,0.6274991769208816
Apartamento em Uvaranas,"Rua Balduino Taques, 328 - Uvaranas",110953,52,2,1,1,Uvaranas,-25.08554992034744,-50.13304612319161,307.8009786301713,3,1780.543015156107,0,563.3479396990818,0,2433.962207340292,0,3.9521765576901307,1.507504493725624,0.5317613008267127
Apartamento em Centro,"Av. Carlos Cavalcanti, 184 - Centro",231094,52,2,1,1,Centro,-25.09265797376682,-50.16695567856183,305.38415297474637,1,548.5453837587512,0,222.58448902192987,2,392.2900703171078,1,2.9667959826794106,4.099963060939419,1.541912139138723
Apartamento em Orfãs,"Rua Comendador Miró, 2113 - Orfãs",214469,77,3,2,1,Orfãs,-25.066583896058475,-50.17449521327767,261.3283197790825,1,1424.7225798509837,0,131.70213706620464,2,1623.7133585228742,0,3.267566075671577,5.315885958851853,0.6558570150497367
Apartamento em Oficinas,"Rua Paula Xavier, 187 - Oficinas",267517,70,2,2,1,Oficinas,-25.1187429374768,-50.14653955160687,354.24611718150953,1,1131.6735402938136,0,420.8915053445761,1,2958.405281185624,0,2.701449747561443,2.4197855786465317,0.8119034527294072
Apartamento em Uvaranas,"Rua Balduino Taques, 405 - Uvaranas",86897,51,2,1,1,Uvaranas,-25.082332256255764,-50.12634242704125,519.0689754819216,0,2045.4040018562685,0,314.6818653777123,1,2764.527399009638,0,1.6153288883868524,2.91148717484704,0.4661126758106025
Apartamento em Nova Russia,"Av. Vicente Machado, 2416 - Nova Russia",43225,57,2,1,1,Nova Russia,-25.08281160628138,-50.18043519312999,432.4954839031089,2,543.9392833242969,0,412.30675524614736,1,1454.2813450171807,0,2.8779501990705274,2.451955522272064,1.5529414432329112
Apartamento em Orfãs,"Rua Paula Xavier, 129 - Orfãs",207012,42,2,1,0,Orfãs,-25.071260824402845,-50.17106988311813,362.797938779709,1,1600.1818868115452,0,338.99410014651716,1,1002.0464983793079,0,2.6607702113729554,2.7779349418733497,0.5881723642376646
Apartamento em Uvaranas,"Rua Comendador Miró, 1146 - Uvaranas",121875,60,3,1,1,Uvaranas,-25.0878908855449,-50.13218116727791,493.0909840798339,1,1506.0575529389528,0,508.2537080641049,0,2467.431022929825,0,2.1860819450011966,1.64405080765181,0.6226426930778929
Apartamento em Chapada,"Rua do Rosario, 2994 - Chapada",164606,47,1,1,0,Chapada,-25.043952610113774,-50.17122313537035,249.99828884454234,1,1818.2725423460952,0,1381.2049287613916,0,1915.0519805664533,0,3.357156825827131,0.6751260278591004,0.5213023582024351
Apartamento em Ronda,"Rua Balduino Taques, 415 - Ronda",58385,30,1,1,0,Ronda,-25.099839953857,-50.18570818180159,337.661324055852,1,1607.4093745516086,0,1525.5654420673989,0,2426.448370332968,0,2.784871760503986,0.6151705579617865,0.5856826224013295
Apartamento em Centro,"Av. Vicente Machado, 2210 - Centro",1046496,203,6,4,4,Centro,-25.094507852597093,-50.1622602424353,331.94058694370585,3,598.1451848280984,0,58.31791508581436,4,227.55051592730223,3,3.815133215602007,8.316404555087537,1.4323668224485802
Apartamento em Centro,"Rua Balduino Taques, 886 - Centro",482027,89,2,2,1,Centro,-25.090109486028897,-50.16220218320008,292.8246963504305,4,116.33283115411912,1,441.6269098549052,2,76.16647058790167,3,4.545664794730527,2.8462893586064384,5.1225068782444
Apartamento em Jardim Sabara,"Av. Carlos Cavalcanti, 1511 - Jardim Sabara",148913,54,2,1,1,Jardim Sabara,-25.043785890488078,-50.172708331647,399.0381578601834,1,1904.2939276285604,0,1396.530763345253,0,2045.1722746278008,0,2.503854783946546,0.6682121239958084,0.4989288178821055
Apartamento em Estrela,"Rua Balduino Taques, 750 - Estrela",228393,85,2,2,1,Estrela,-25.099624842067627,-50.15700361781706,162.3138908950776,4,284.89416610287776,3,301.9169509310524,2,688.3390684565103,0,5.812226628897773,3.48807620002956,4.098116802146363
Apartamento em Chapada,"Av. Carlos Cavalcanti, 887 - Chapada",144752,54,2,1,1,Chapada,-25.036039887583545,-50.16928908687885,958.227075734045,0,2586.6118187830493,0,2152.7358284716724,0,2448.343096906223,0,0.9449767662638423,0.44390469018217366,0.37221603545724313
Apartamento em Jardim Sabara,"Rua Balduino Taques, 1297 - Jardim Sabara",137576,80,2,2,1,Jardim Sabara,-25.0455012076629,-50.17761783167184,716.6114588621529,0,2050.968550251318,0,1320.4519566889633,0,2373.1247963095884,0,1.2245725787308648,0.7040012830359811,0.46490684388814546
Apartamento em Nova Russia,"Rua do Rosario, 566 - Nova Russia",139461,46,1,1,0,Nova Russia,-25.07993774459521,-50.179460571981416,228.22173818628713,1,744.9775406328359,0,607.6491106921145,0,1304.1766980945713,0,3.5467208099191625,1.4131297346250495,1.1834634080937367
Apartamento em Santa Paula,"Rua Comendador Miró, 1190 - Santa Paula",155168,47,1,1,0,Santa Paula,-25.126428595143,-50.17922397967629,115.32172271850241,2,2543.729842776275,0,1512.4015182197993,0,4152.367491235997,0,5.64421326085773,0.6201929164046359,0.3782534750032796
Apartamento em Olarias,"Rua Balduino Taques, 1353 - Olarias",80599,43,1,1,0,Olarias,-25.09362238767916,-50.1366758615366,192.14151568298425,2,1226.6328233097822,0,416.8517256547071,1,1934.1320679209468,0,4.422998602790657,2.434790870115174,0.7537880734061182
Apartamento em Santa Paula,"Rua Paula Xavier, 1881 - Santa Paula",67154,62,3,1,1,Santa Paula,-25.13067156035716,-50.17687434599625,407.02983781058936,2,2355.746308665863,0,990.0197748111553,0,4486.7584671059285,0,2.972270516303557,0.9174145488995818,0.4072081861514724
Apartamento em Contorno,"Av. Carlos Cavalcanti, 935 - Contorno",38298,37,1,1,0,Contorno,-25.117668563055545,-50.19885520496979,675.494111903188,0,1735.6909024647628,0,860.2232215481501,0,4640.940878263009,0,1.2895004419128835,1.0414245120918013,0.5447540207653209
Apartamento em Olarias,"Av. Carlos Cavalcanti, 783 - Olarias",44495,53,2,1,1,Olarias,-25.10028968430911,-50.142530675687,433.81754133462846,2,1530.6418258842757,0,1103.7946806621626,0,1540.9588074185604,0,2.873299250339061,0.8307064452635206,0.613255458143123
Apartamento em Uvaranas,"Av. Carlos Cavalcanti, 2791 - Uvaranas",116607,49,1,1,0,Uvaranas,-25.089806962746284,-50.12757172998473,238.8985031058394,2,1212.03351543867,0,618.1980891618401,0,2501.227138118055,0,3.950735960281583,1.3923735179621983,0.7621756519425926
Apartamento em Chapada,"Rua Comendador Miró, 2023 - Chapada",63305,38,2,1,0,Chapada,-25.041294329237044,-50.17132950023979,448.1583600370581,1,2092.4483433290557,0,1675.4636034894208,0,2119.456786099014,0,2.3242903381650426,0.5632331735973874,0.45611108833769864
Apartamento em Nova Russia,"Rua do Rosario, 2707 - Nova Russia",132088,46,1,1,0,Nova Russia,-25.08211270421901,-50.17733221641058,382.9694639119131,3,445.3727843310645,1,318.42135440566835,2,1132.446490535951,0,3.570524276835825,3.389935383246427,2.3336081827525836
Apartamento em Uvaranas,"Av. Carlos Cavalcanti, 1650 - Uvaranas",112876,41,2,1,0,Uvaranas,-25.08512470200808,-50.12904746072068,447.57486830896397,2,1740.9904103632339,0,562.2193957936527,0,2800.735961535428,0,2.826234288451236,1.5100735592341359,0.5431858821050005
Apartamento em Nova Russia,"Av. Vicente Machado, 275 - Nova Russia",211588,80,2,2,1,Nova Russia,-25.078632684862665,-50.18450440156183,536.5441408610718,0,1160.9575727388117,0,441.8632381949215,2,1811.5379370322335,0,1.570982962229879,2.8454841175999386,0.7930480942574385
